ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
20191351,ted.europa.eu/udl?uri=TED:NOTICE:1351-2019:TEXT:EN:HTML,2019,6,31-DEC-18,R209.S3,0,1,N,AB „Amber Grid“,303090867,Savanorių pr. 28,Vilnius,LT-03116,,LT,,N,,4,,Production; transport and distribution of gas and heat,N,N,N,S,,N,,,N,72261000,,,48311000,Y,,1,,,,N,NIC,,0,L,,,,N,1,10172077,,,Y,N,UAB „CGI Lithuania“,210316340,,Vilnius,,LT,Y,1,Informacinės sistemos Saperion ir taikomųjų sistemų licencinio ir techninio palaikymo paslaugos (109.3),1,,,,,,145563,145563,N,03-DEC-18
20193563,ted.europa.eu/udl?uri=TED:NOTICE:3563-2019:TEXT:EN:HTML,2019,3,02-JAN-19,R209.S3,0,0,N,Lietuvos transporto saugos administracija,188647255,Švitrigailos g. 42,Vilnius,LT-03209,,LT,,N,,1,,General public\services,N,N,N,S,,N,,,N,72211000,,,72261000,Y,,1,223140.5,223140.5,223140.5,N,OPE,,0,M,42,Paslaugų teikimo metodikos išsamumas ir pagrįstumas---Tiekėjo profesiniai ir techniniai pajėgumai,30---28,N,1,10175978,,,N,N,UAB „Asseco Lietuva“,302631095,,Vilnius,,LT,Y,1,Ūkio subjektų; susijusių su kelių transportu; stebėsenos ir informavimo valstybės informacinės sistemos „Vektra“ programinės įrangos priežiūros ir modifikavimo paslaugos,1,1,,,1,,223140.5,223140.5,N,18-DEC-18
20193633,ted.europa.eu/udl?uri=TED:NOTICE:3633-2019:TEXT:EN:HTML,2019,3,02-JAN-19,R209.S3,0,0,N,Tartu Linnavalitsus,75006546,Raekoja plats 1a,Tartu linn,50089,,EE,,N,,3,,General public\services,N,N,N,S,,N,,,N,72230000,,,72230000---50317000---72250000---51220000,N,,1,1239360.0,1239360,1239360,N,NOC,,0,L,,,,N,1,10176071,,,N,N,Ridango AS,11717474,Järvevana tee 7b,Kesklinna linnaosa; Tallinn; Harju maakond,10132,EE,Y,202645,Hankeleping,1,1,0,0,1,,1239360,1239360,N,31-DEC-18
20193635,ted.europa.eu/udl?uri=TED:NOTICE:3635-2019:TEXT:EN:HTML,2019,3,02-JAN-19,R209.S3,0,0,N,Tervise ja Heaolu Infosüsteemide Keskus,70009770,Uus-Tatari tn 25,Tallinn,10134,,EE,,N,,1,,Other,N,N,N,S,,N,,,N,72260000,,,72260000,Y,,1,305604.0,305604,305604,N,OPE,,0,M,,Lisateenuste tunnitasu---Pakkumuse kogumaksumus,0.0---100.0,N,1,10176073,,,N,Y,Security Software OÜ---Security Software OÜ,11924368---11924368,Pärnu mnt 139f---Pärnu mnt 139f,Tallinn---Tallinn,11317---11317,EE---EE,Y---Y,3-9/1595-1,"Riigihanke ""Infosüsteemide turvasündmuste haldussüsteemi terviklahenduste soetamine"" hankeleping",1,1,0,0,1,,305604,305604,N,12-DEC-18
20193766,ted.europa.eu/udl?uri=TED:NOTICE:3766-2019:TEXT:EN:HTML,2019,3,02-JAN-19,R209.S3,0,0,N,Rahandusministeeriumi Infotehnoloogiakeskus,70009244,Lõõtsa tn 8a,Tallinn,11415,,EE,,N,,N,,Economical anf Financial Affairs,N,N,N,S,,Y,,Y,N,72262000,,,72262000---72267000,Y,,1,104167.0,104167,104167,N,OPE,,0,M,,A kategooria hooldusjuhtum ühe töötunni maksumus---Arendusteenuse ühe töötunni maksumus eurodes (ilma käibemaksuta)---B kategooria hooldusjuhtum ühe töötunni maksumus---Pakkuja hooldusteenuse ühe töötunni maksumuste aritmeetiline keskmine eurodes (ilma käibemaksuta)---Ühe QlickSense täisõigustes kasutajalitsentsi maksumus eurodes (ilma käibemaksuta)---Ühe QlickSense täisõigustes litsentsi versioonikindlustuse aastane maksumus eurodes (ilma käibemaksuta),0.0---30.0---0.0---30.0---20.0---20.0,N,1,10176298,,,N,N,InfoVara osaühing,10901655,Lõõtsa tn 6,Tallinn,11415,EE,Y,2.1-4/00088,2.1-4/00088,1,1,0,0,1,,104167,104167,N,17-DEC-18
20193827,ted.europa.eu/udl?uri=TED:NOTICE:3827-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,Valstybės įmonė Valstybinių miškų urėdija,132340880,Pramonės pr. 11A,Kaunas,LT-51327,,LT,,N,,6,,Other,Y,N,Y,S,,N,,,N,72260000,,,72260000,Y,,1,,,,N,OPE,,0,L,,,,N,1,10176415,,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,1,Finansų ir buhalterinės apskaitos kompiuterinės programos modernizavimo bei priežiūros paslaugos,,,,,,,,0,,
20193830,ted.europa.eu/udl?uri=TED:NOTICE:3830-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,LT-08221,,LT,,N,,8,,Other,N,N,N,S,,Y,,Y,N,72260000,,,72260000,Y,,1,600000.0,600000,600000,N,NIC,,0,L,,,,N,1,10176418,,,N,N,UAB „Baltic Amadeus“,110320619,,Vilnius,,LT,N,1,(2018-TIC-22) ERLANG IT kompetencijų paslaugų pirkimas,1,,,,1,600000,600000,600000,N,11-DEC-18
20193958,ted.europa.eu/udl?uri=TED:NOTICE:3958-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,LT-08221,,LT,,N,,8,,Other,N,N,N,S,,Y,,Y,N,72260000,,,72260000,Y,,1,400000.0,400000,400000,N,NIC,,0,L,,,,N,3,10176668,,,N,N,UAB „Algoritmų sistemos“,125774645,,Vilnius,,LT,N,1,(2018-TIC-23) .NET IT kompetencijų paslaugų pirkimas,3,,,,3,400000,400000,400000,N,18-DEC-18
20193958,ted.europa.eu/udl?uri=TED:NOTICE:3958-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,LT-08221,,LT,,N,,8,,Other,N,N,N,S,,Y,,Y,N,72260000,,,72260000,Y,,1,400000.0,400000,400000,N,NIC,,0,L,,,,N,3,10176669,,,N,N,UAB „Atea“,122588443,,Vilnius,,LT,N,1,(2018-TIC-23) .NET IT kompetencijų paslaugų pirkimas,3,,,,,400000,400000,400000,N,18-DEC-18
20193958,ted.europa.eu/udl?uri=TED:NOTICE:3958-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,LT-08221,,LT,,N,,8,,Other,N,N,N,S,,Y,,Y,N,72260000,,,72260000,Y,,1,400000.0,400000,400000,N,NIC,,0,L,,,,N,3,10176670,,,N,N,UAB „Baltic Amadeus“,110320619,,Vilnius,,LT,N,2,(2018-TIC-23) .NET IT kompetencijų paslaugų pirkimas,3,,,,,400000,400000,400000,N,18-DEC-18
20195378,ted.europa.eu/udl?uri=TED:NOTICE:5378-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,&quot;VSIA &quot;&quot;Latvijas Vides; ģeoloģijas un meteoroloģijas centrs&quot;&quot;&quot;,50103237791,Maskavas iela 165,Rīga,LV-1019,,LV,,N,,8,,Environment,N,N,N,S,,N,,,N,72230000,,,72230000---48326000,Y,,1,1907438.02,1907438.02,1907438.02,Y,OPE,,0,M,,Finanšu piedāvājums---Tehniskais piedāvājums,10---90,N,1,10179337,,,N,N,SIA &quot;Uniso&quot;,40003562863,1–40; Valdlauči; Ķekavas pag.,Ķekavas nov.,LV-1076,LV,Y,VSIA LVĢMC 2018/31,VSIA “Latvijas Vides; ģeoloģijas un meteoroloģijas centrs” informācijas sistēmas attīstība,1,1,0,0,1,1907438.02,1907438.02,1907438.02,N,06-DEC-18
20195379,ted.europa.eu/udl?uri=TED:NOTICE:5379-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,Valsts tiesu medicīnas ekspertīzes centrs,90000058752,Hipokrāta iela 2 k-6; Rīga; LV-1038,Rīga,LV-1038,,LV,,N,,1,,Health,N,N,N,S,,N,,,N,72200000,,,72200000,Y,,1,,,,Y,OPE,,0,M,,Finanšu piedāvājums---Piedāvātās komandas priekšrocības---Tehniskais piedāvājums,60---20---55,N,1,10179338,,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,1,Tiesu medicīnas ekspertīzes informācijas sistēmas (TME IS) izstrāde un uzturēšana,,,,,,,,0,,
20195419,ted.europa.eu/udl?uri=TED:NOTICE:5419-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,LR IeM Pilsonības un migrācijas lietu pārvalde,90000054163,Čiekurkalna 1.līnija 1 k-3,Rīga,LV-1026,,LV,,N,,1,,Public Order and Safety,N,N,N,S,,N,,,N,72267000,,,72267000---72262000,Y,,1,349800.0,349800,349800,N,RES,,0,M,80,Tehniskā piedāvājuma detalizācijas līmenis,20,N,1,10179431,,,N,N,SIA &quot;Lattelecom Technology&quot;,40003016728,Pērses iela 8,Rīga,LV-1011,LV,Y,PMLP 2018/3,Personu apliecinošu dokumentu informācijas sistēmas (PADIS) uzturēšana un papildināšana,2,2,0,0,2,349800,349800,349800,N,14-DEC-18
20195488,ted.europa.eu/udl?uri=TED:NOTICE:5488-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,Informacinių technologijų tarnyba prie Krašto apsaugos ministerijos,191823126,Šilo g. 5A,Vilnius,LT-10322,,LT,,N,,1,,Defence,N,N,N,S,,N,,,N,72200000,,,72200000,Y,,1,282778.51,282778.51,282778.51,N,OPE,,0,L,,,,N,1,10179603,,,N,N,UAB „Asseco Lietuva“,302631095,Kalvarijų g. 125,Vilnius,LT-08221,LT,Y,1,Finansinių išteklių valdymo informacinės sistemos priežiūros ir funkcinių galimybių plėtimo paslaugos,2,2,,,2,,282778.51,282778.51,N,27-DEC-18
20197369,ted.europa.eu/udl?uri=TED:NOTICE:7369-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,Rahandusministeeriumi Infotehnoloogiakeskus,70009244,Lõõtsa tn 8a,Tallinn,11415,,EE,,N,,N,,Economical anf Financial Affairs,N,N,N,S,,N,,,N,72261000,,2,72261000,Y,,2,640249.68,640249.68,640249.68,N,OPE,,0,L,,,,N,2,10182949,2,,N,N,Osaühing MS Ärisüsteemid,10538261,Lõõtsa tn 2a,Lasnamäe linnaosa; Tallinn; Harju maakond,11415,EE,Y,2.1-4/00001,SAP hooldus- ja tugiteenus,2,2,0,0,2,,225461.96,225461.96,N,03-JAN-19
20197369,ted.europa.eu/udl?uri=TED:NOTICE:7369-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,Rahandusministeeriumi Infotehnoloogiakeskus,70009244,Lõõtsa tn 8a,Tallinn,11415,,EE,,N,,N,,Economical anf Financial Affairs,N,N,N,S,,N,,,N,72261000,,1,72261000,Y,,2,640249.68,640249.68,640249.68,N,OPE,,0,L,,,,N,2,10182950,1,,N,N,Osaühing MS Ärisüsteemid,10538261,Lõõtsa tn 2a,Lasnamäe linnaosa; Tallinn; Harju maakond,11415,EE,Y,2.1-4/00001,SAP hooldus- ja tugiteenus,2,1,0,0,1,,414787.72,414787.72,N,03-JAN-19
20197370,ted.europa.eu/udl?uri=TED:NOTICE:7370-2019:TEXT:EN:HTML,2019,3,03-JAN-19,R209.S3,0,0,N,MTÜ Nordic Institute for Interoperability Solutions,80419486,Hobujaama tn 4,Tallinn,10151,,EE,,N,,6,,Other,N,N,N,S,,Y,,Y,N,72200000,,,72200000,Y,,1,360000.0,360000,360000,N,OPE,,0,M,,Näidishind; lisa 3 tabelis.---Pakkuja ekspertide projektide ja kogemuste punktid kokku; lisa 3 tabelis.---Pakkumuse kogumaksumus maksumuse vormilt,40.0---60.0---0.0,N,1,10182951,,,N,N,Q-Factory Oy,2317171-8,Malminkatu 34,Helsinki,00100,FI,Y,20181025-1FA,Raamleping,1,1,1,0,1,,360000,360000,N,25-OCT-18
20197518,ted.europa.eu/udl?uri=TED:NOTICE:7518-2019:TEXT:EN:HTML,2019,3,04-JAN-19,R209.S3,0,0,N,Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos,191630223,Konstitucijos pr. 12,Vilnius,LT-09308,,LT,,N,,1,,Social protection,N,N,N,S,,N,,,N,72246000,,,72246000,Y,,1,77584.0,77584,77584,N,OPE,,0,M,75,Kokybė,25,N,1,10183251,,,N,N,UAB „PricewaterhouseCoopers“,111473315,J. Jasinskio g. 16B,Vilnius,LT-01112,LT,Y,1,Dokumentų valdymo sistemos modernizavimo techninės priežiūros paslaugų pirkimas,3,1,,,3,,77584,77584,N,28-DEC-18
20199964,ted.europa.eu/udl?uri=TED:NOTICE:9964-2019:TEXT:EN:HTML,2019,3,07-JAN-19,R209.S3,0,0,N,Siseministeeriumi infotehnoloogia- ja arenduskeskus,70008440,Mäealuse tn 2/2,Tallinn,12618,,EE,,N,,N,,Other,N,N,N,S,,Y,,Y,N,72250000,,,72250000,Y,,1,1000000.0,1000000,1000000,N,OPE,,0,L,,,,N,2,10187755,,,N,N,ByteLife Solutions OÜ,11179901,Toompuiestee 35,Tallinn,10133,EE,Y,nr 3-3/2368,Leping nr 3-3/2368,2,2,0,0,2,,1000000,1000000,N,04-JAN-19
20199964,ted.europa.eu/udl?uri=TED:NOTICE:9964-2019:TEXT:EN:HTML,2019,3,07-JAN-19,R209.S3,0,0,N,Siseministeeriumi infotehnoloogia- ja arenduskeskus,70008440,Mäealuse tn 2/2,Tallinn,12618,,EE,,N,,N,,Other,N,N,N,S,,Y,,Y,N,72250000,,,72250000,Y,,1,1000000.0,1000000,1000000,N,OPE,,0,L,,,,N,2,10187756,,,N,N,Proact Estonia AS,11513151,Mäealuse tn 2/3,Tallinn,12618,EE,Y,nr 3-3/2368,Leping nr 3-3/2368 (1),2,2,0,0,2,,1000000,1000000,N,04-JAN-19
201912417,ted.europa.eu/udl?uri=TED:NOTICE:12417-2019:TEXT:EN:HTML,2019,3,07-JAN-19,R209.S3,0,0,N,&quot;AS &quot;&quot;Latvijas valsts meži&quot;&quot;&quot;,40003466281,Vaiņodes iela 1,Rīga,LV-1004,,LV,,N,,8,,Other,N,N,N,S,,N,,,N,72267000,,,72267000,Y,,1,350000.0,350000,350000,N,OPE,,0,L,,,,N,1,10191666,,,N,N,SIA &quot;Scandic Fusion&quot;,40003908470,Čiekurkalna 2. šķērslīnija 4 k-1 – 30,Rīga,LV-1026,LV,Y,1,Biznesa informācijas analīzes un finanšu plānošanas risinājumu uzturēšana un pilnveidošana,1,1,0,0,1,350000,350000,350000,N,05-DEC-18
