ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
20171399,ted.europa.eu/udl?uri=TED:NOTICE:1399-2017:TEXT:EN:HTML,2017,3,30-DEC-16,R208.S2,0,0,,Kalėjimų departamentas prie Lietuvos Respublikos teisingumo ministerijos,288697120,L. Sapiegos g. 1,Vilnius,10312,A1,LT,LT,,,1,,Public Order and Safety,N,,,S,,N,,,,72243000,72,,48000000,Y,4,1,129625.0,129625,129625,N,OPE,,0,L,100,,,N,1,7777664,1,,N,,UAB „DocLogix“,,Žirmūnų g. 139,Vilniaus m.,09120,LT,,1,Dokumentų valdymo sistemos „Doclogix“ plėtros pirkimas,1,,,,,,129625,129625,Y,21-DEC-16
20171512,ted.europa.eu/udl?uri=TED:NOTICE:1512-2017:TEXT:EN:HTML,2017,6,30-DEC-16,R208.S2,0,0,,AB „Amber Grid“,303090867,Savanorių pr. 28,Vilnius,03116,A3,LT,LT,,,4,,Production; transport and distribution of gas and heat,N,,,S,,N,,,,72263000,72,,72260000---48000000---72267000,Y,2,1,904370.0,904370,904370,Y,OPE,,0,M,,,,N,1,7777802,1,,N,,UAB „Elsis TS“,,Baltupio g. 14,Vilnius,08303,LT,,1,Programinės įrangos ir modelio dujotiekių saugumui ir vientisumui užtikrinti diegimas,2,,,,,,904370,904370,Y,25-NOV-16
20175985,ted.europa.eu/udl?uri=TED:NOTICE:5985-2017:TEXT:EN:HTML,2017,3,04-JAN-17,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72318000,72,,,N,4,2,143660.0,143660,143660,N,OPE,,0,L,100,,,N,2,7785284,1,,N,,Valstybės įmonė „Infostruktūra“,,Pilies g. 23/15,Vilnius,01123,LT,,1,Duomenų perdavimo kanalai į rajoninius LITNET bei mokyklų mazgus,3,,,,,,135575,135575,N,31-OCT-16
20175985,ted.europa.eu/udl?uri=TED:NOTICE:5985-2017:TEXT:EN:HTML,2017,3,04-JAN-17,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72318000,72,,,N,4,2,143660.0,143660,143660,N,OPE,,0,L,100,,,N,2,7785285,2,,N,,UAB „Bitė Lietuva“,,Žemaitės g. 15,Vilnius,,LT,,2,Duomenų perdavimo kanalai į agrarinius institutus,2,,,,,,8085,8085,N,31-OCT-16
20176000,ted.europa.eu/udl?uri=TED:NOTICE:6000-2017:TEXT:EN:HTML,2017,3,03-JAN-17,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72261000,72,,,Y,4,1,14900.0,14900,14900,N,OPE,,0,L,100,,,N,1,7785317,1,,N,,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Perkūnkiemio g. 7,Vilnius,12131,LT,,1,Programinės įrangos Barracuda Web Application Firewall 860 techninio aptarnavimo paslaugos,1,,,,,,14900,14900,N,09-DEC-16
20177825,ted.europa.eu/udl?uri=TED:NOTICE:7825-2017:TEXT:EN:HTML,2017,3,05-JAN-17,R208.S2,0,0,,Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos,191351679,Europos a. 1,Vilnius,03505,A1,LT,LT,,,1,,Health,N,,,S,,N,,,,72267000,72,,,Y,4,1,9390.0,9390,9390,N,OPE,,0,L,100,,,N,1,7788257,1,,N,,Uždaroji akcinė bendrovė „STEKAS“,,Lvovo g. 38A,Vilnius,09307,LT,,1,Žalų išieškojimo informacinės sistemos plėtros ir aptarnavimo paslaugos,1,,,,,,9390,9390,N,23-DEC-16
20177831,ted.europa.eu/udl?uri=TED:NOTICE:7831-2017:TEXT:EN:HTML,2017,3,05-JAN-17,R208.S2,0,0,,Vilniaus miesto savivaldybės administracija,188710061,Konstitucijos pr. 3,Vilnius,09601,A2,LT,LT,,,3,,General public\services,N,,,S,,N,,,,72267000,72,,,Y,4,1,100000.0,100000,100000,N,OPE,,0,L,100,,,N,1,7788287,1,,N,,UAB „Affecto Lietuva“,,Perkūnkiemio g. 4,Vilnius,12001,LT,,1,Personalo valdymo ir darbo užmokesčio skaičiavimo sistemos „PASKATA“ priežiūros paslaugų pirkimas,1,,,,,,100000,100000,N,30-DEC-16
20179374,ted.europa.eu/udl?uri=TED:NOTICE:9374-2017:TEXT:EN:HTML,2017,3,06-JAN-17,R208.S2,0,0,,Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos,188704927,Gedimino pr. 19,Vilnius,01103,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72267000,72,,,Y,1,,187200.0,187200,187200,N,OPE,,0,L,100,,,N,1,7791303,,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,,2,,,,,,187200,187200,N,11-NOV-16
201711157,ted.europa.eu/udl?uri=TED:NOTICE:11157-2017:TEXT:EN:HTML,2017,3,09-JAN-17,R208.S2,0,0,,Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos,188656838,A. Jakšto g. 1,Vilnius,01105,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72261000,72,,72267000,Y,1,1,257600.0,257600,257600,N,OPE,,0,L,100,,,N,1,7795091,1,,N,,UAB InnoForce,,Žygio g. 97,Vilnius,08236,LT,,1,Lietuvos Respublikos Muitinės vidinės komunikacijos sistemos priežiūros ir palaikymo paslaugų viešasis pirkimas,1,,,,,,257600,257600,N,22-DEC-16
201711158,ted.europa.eu/udl?uri=TED:NOTICE:11158-2017:TEXT:EN:HTML,2017,3,09-JAN-17,R208.S2,0,0,,Turto valdymo ir ūkio departamentas prie Vidaus reikalų ministerijos,188729923,Šventaragio g. 2,Vilnius,01122,A1,LT,LT,,,1,,Other,Y,,,S,,N,,,,72200000,72,,,Y,1,,368640.0,368640,368640,Y,OPE,,0,M,,Kaina---Projekto vykdymo strategija ir siūlomas sprendimas---Kokybės užtikrinimo ir rizikos valdymo plano išsamumas ir pagrįstumas---Garantinių įsipareigojimų užtikrinimo pagrindimas,70---10---10---10,N,1,7795092,,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,,1,,,,,,368640,368640,N,29-NOV-16
