ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
20154658,ted.europa.eu/udl?uri=TED:NOTICE:4658-2015:TEXT:EN:HTML,2015,3,05-JAN-15,R208.S2,0,0,,Pilsonības un migrācijas lietu pārvalde,,Čiekurkalna 1. līnija 1; k-3,Rīga,1026,A1,LV,LV,,,1,,General public\services;Public Order and Safety,N,,,S,LV006,N,,,,72260000,72,,,Y,4,0,148760.0,148760,148760,N,NOC,,0,L,100,,,N,1,6638124,,,N,,Oberthur Technologies S.A.,,420 rue d'Estienne d'Orves,Colombes,92700,FR,,1,,1,,,,,,148760,148760,N,18-DEC-14
20158179,ted.europa.eu/udl?uri=TED:NOTICE:8179-2015:TEXT:EN:HTML,2015,3,08-JAN-15,R208.S2,0,0,,Vidaus reikalų ministerija — Turto valdymo ir ūkio departamentas,188729923,Šventaragio g. 2,Vilnius,01122,A1,LT,LT,,,1,,Other,Y,,,S,,N,,,,72000000,72,,72810000,Y,4,1,71347.31,71347.31,71347.31,N,OPE,,0,L,100,,,N,1,6644251,1,,N,,UAB „BAIP“,,Saltoniškių g. 9,Vilnius,08105,LT,,1,Gyventojų registro kritinės informacinių sistemų infrastruktūros priežiūros paslaugų pirkimas,1,,,,,,71347.31,71347.31,N,11-NOV-14
20158195,ted.europa.eu/udl?uri=TED:NOTICE:8195-2015:TEXT:EN:HTML,2015,3,02-JAN-15,R208.S2,0,0,,Finansų ministerija — Valstybinė mokesčių inspekcija,188659752,Vasario 16-osios g. 15,Vilnius,01514,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72211000,72,,72212517,Y,1,0,614214.55,614214.55,614214.55,N,OPE,,0,M,,Paslaugos kaina---Pagrindinės techninės ir funkcinės charakteristikos---Paslaugos įgyvendinimo planas; diegimo metodologijos tinkamumas; racionalumas ir optimalumas---Sprendimo architektūra,30---50---10---10,N,1,6644286,,,N,,UAB „Alna Software“,,A. Domaševičiaus g. 9,Vilnius,,LT,,1,,1,,,,,,614214.55,614214.55,N,11-DEC-14
20159873,ted.europa.eu/udl?uri=TED:NOTICE:9873-2015:TEXT:EN:HTML,2015,3,09-JAN-15,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44029,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72266000,72,,,Y,1,1,415663.38,415663.38,415663.38,N,OPE,,0,L,100,,,N,1,6646933,1,,N,,UAB „Ingenious IT“,,Ozo g. 10A,Vilnius,08200,LT,,1,LIEMSIS/IMSIS finansų valdymo ir buhalterinės apskaitos; žmogiškųjų išteklių valdymo posistemių parengimas euro įvedimui,1,,,,,,415663.38,415663.38,N,22-DEC-14
201510301,ted.europa.eu/udl?uri=TED:NOTICE:10301-2015:TEXT:EN:HTML,2015,6,06-JAN-15,R208.S2,0,0,,AB „Lietuvos geležinkeliai“,110053842,Mindaugo g. 12,Vilnius,03603,A3N,LT,LT,,,4,,Railway services,N,,,S,,N,,,,72211000,72,,,Y,4,1,103683.97,103683.97,103683.97,Y,NOC,,0,L,100,,,N,1,6647686,1,,N,,UAB „Blue Bridge Code“  (JVS partneriai: UAB „Blue Bridge Code“; UAB „Blue Bridge“; UAB „Ernst & Young Baltic“ ir UAB „Alna Software“),,J. Jasinskio g. 16A,Vilnius,03163,LT,,1,Projekto „Integruotos krovinių gabenimo jūrų ir geležinkelių transportu informacinės platformos sukūrimas (E.Krovinys)“ IS Krovinys ir IS E.Krovinys generuojamų; saugomų ir atvaizduojamų dokumentų ir kito su valiuta susijusio funkcionalumo pakeitimą ir išplėtimą; adaptuojant jį euro įvedimui paslaugos,1,,,,,,103683.97,103683.97,N,19-DEC-14
201511496,ted.europa.eu/udl?uri=TED:NOTICE:11496-2015:TEXT:EN:HTML,2015,3,09-JAN-15,R208.S2,0,0,,Valstybinė vartotojų teisių apsaugos tarnyba,188770044,Vilniaus g. 25,Vilnius,01402,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72200000,72,,,Y,1,0,1053163.69,1274328.07,1274328.07,Y,OPE,,0,M,,Kaina---Loginis pagrindimas ir įgyvendinimo strategija---Siūlomas sprendimas---Diegimo veiklų tvarkaraštis,40---10---40---10,N,1,6649300,,,N,,UAB „INNTEC“,,Žukausko g.17,Vilnius,08234,LT,,1,,6,,,,,,1274328.07,1274328.07,N,02-DEC-14
201513217,ted.europa.eu/udl?uri=TED:NOTICE:13217-2015:TEXT:EN:HTML,2015,3,12-JAN-15,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Lietuvos darbo birža,190766619,Geležinio Vilko g. 3A,Vilnius,03131,A1,LT,LT,,,1,,Social protection,Y,,,S,,N,A,,,72267000,72,,,Y,1,1,444004.24,444004.24,444004.24,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija (T1)---Paslaugų apimties ir kokybės užtikrinimo planas (T2),40---40---20,N,11,6651883,1,,N,,Bendra Lietuvos; Vengrijos ir Rusijos įmonė uždaroji akcinė bendrovė „LABBIS“,,A. Goštauto g. 11,Vilnius,01108,LT,,1,Finansų valdymo ir apskaitos sistemos priežiūros; vystymo; konsultavimo bei pritaikymo Europos Sąjungos fondų lėšomis finansuojamiems projektams paslaugų viešojo pirkimo pardavimo sutartis su Lietuvos darbo birža prie Socialinės apsaugos ir darbo ministerijos,1,,,,,,239355.4,239355.4,N,11-DEC-14
201513217,ted.europa.eu/udl?uri=TED:NOTICE:13217-2015:TEXT:EN:HTML,2015,3,12-JAN-15,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Lietuvos darbo birža,190766619,Geležinio Vilko g. 3A,Vilnius,03131,A1,LT,LT,,,1,,Social protection,Y,,,S,,N,A,,,72267000,72,,,Y,1,1,444004.24,444004.24,444004.24,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija (T1)---Paslaugų apimties ir kokybės užtikrinimo planas (T2),40---40---20,N,11,6651884,1,,N,,Bendra Lietuvos; Vengrijos ir Rusijos įmonė uždaroji akcinė bendrovė „LABBIS“,,A. Goštauto g.11,Vilnius,01108,LT,,2,Finansų valdymo ir apskaitos sistemos priežiūros; vystymo; konsultavimo bei pritaikymo Europos Sąjungos fondų lėšomis finansuojamiems projektams paslaugų viešojo pirkimo pardavimo sutartis su Vilniaus teritorine darbo birža,1,,,,,,21541.98,21541.98,N,11-DEC-14
201513217,ted.europa.eu/udl?uri=TED:NOTICE:13217-2015:TEXT:EN:HTML,2015,3,12-JAN-15,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Lietuvos darbo birža,190766619,Geležinio Vilko g. 3A,Vilnius,03131,A1,LT,LT,,,1,,Social protection,Y,,,S,,N,A,,,72267000,72,,,Y,1,1,444004.24,444004.24,444004.24,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija (T1)---Paslaugų apimties ir kokybės užtikrinimo planas (T2),40---40---20,N,11,6651885,1,,N,,Bendra Lietuvos; Vengrijos ir Rusijos įmonė uždaroji akcinė bendrovė „LABBIS“,,A. Goštauto g.11,Vilnius,01108,LT,,3,Finansų valdymo ir apskaitos sistemos priežiūros; vystymo; konsultavimo bei pritaikymo Europos Sąjungos fondų lėšomis finansuojamiems projektams paslaugų viešojo pirkimo pardavimo sutartis su Kauno teritorine darbo birža,1,,,,,,21541.98,21541.98,N,11-DEC-14
201513217,ted.europa.eu/udl?uri=TED:NOTICE:13217-2015:TEXT:EN:HTML,2015,3,12-JAN-15,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Lietuvos darbo birža,190766619,Geležinio Vilko g. 3A,Vilnius,03131,A1,LT,LT,,,1,,Social protection,Y,,,S,,N,A,,,72267000,72,,,Y,1,1,444004.24,444004.24,444004.24,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija (T1)---Paslaugų apimties ir kokybės užtikrinimo planas (T2),40---40---20,N,11,6651886,1,,N,,Bendra Lietuvos; Vengrijos ir Rusijos įmonė uždaroji akcinė bendrovė „LABBIS“,,A. Goštauto g. 11,Vilnius,01108,LT,,4,Finansų valdymo ir apskaitos sistemos priežiūros; vystymo; konsultavimo bei pritaikymo Europos Sąjungos fondų lėšomis finansuojamiems projektams paslaugų viešojo pirkimo pardavimo sutartis su Klaipėdos teritorine darbo birža,1,,,,,,17951.65,17951.65,N,11-DEC-14
